company_id,ticker,cik,fiscal_year,period_end,start_date,canonical_field,taxonomy,source_tag,source_priority,value_reported,value_standardized,unit,unit_scale,form,fy,fp,frame,accession,filing_date,is_amendment,duration_days,source_url,loaded_at
chwy,CHWY,0001766502,2023,2024-01-28,2023-01-30,capital_expenditure,us-gaap,PaymentsToAcquireProductiveAssets,2,143282000.0,143.282,USD,USD_millions,10-K,2024,FY,,0001766502-25-000014,2025-03-26,0,363.0,https://www.sec.gov/Archives/edgar/data/1766502/000176650225000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,2023-01-30,capital_expenditure,us-gaap,PaymentsToAcquireProductiveAssets,2,143300000.0,143.3,USD,USD_millions,10-K,2025,FY,CY2023,0001766502-26-000034,2026-03-25,0,363.0,https://www.sec.gov/Archives/edgar/data/1766502/000176650226000034/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,,cash_and_equivalents,us-gaap,CashAndCashEquivalentsAtCarryingValue,1,602232000.0,602.232,USD,USD_millions,10-K,2023,FY,,0001766502-24-000014,2024-03-20,0,,https://www.sec.gov/Archives/edgar/data/1766502/000176650224000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,,cash_and_equivalents,us-gaap,CashAndCashEquivalentsAtCarryingValue,1,602232000.0,602.232,USD,USD_millions,10-K,2024,FY,CY2023Q4I,0001766502-25-000014,2025-03-26,0,,https://www.sec.gov/Archives/edgar/data/1766502/000176650225000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,,current_assets,us-gaap,AssetsCurrent,1,2104348000.0,2104.348,USD,USD_millions,10-K,2023,FY,,0001766502-24-000014,2024-03-20,0,,https://www.sec.gov/Archives/edgar/data/1766502/000176650224000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,,current_assets,us-gaap,AssetsCurrent,1,2104348000.0,2104.348,USD,USD_millions,10-K,2024,FY,CY2023Q4I,0001766502-25-000014,2025-03-26,0,,https://www.sec.gov/Archives/edgar/data/1766502/000176650225000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,,current_liabilities,us-gaap,LiabilitiesCurrent,1,2110877000.0,2110.877,USD,USD_millions,10-K,2023,FY,,0001766502-24-000014,2024-03-20,0,,https://www.sec.gov/Archives/edgar/data/1766502/000176650224000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,,current_liabilities,us-gaap,LiabilitiesCurrent,1,2110877000.0,2110.877,USD,USD_millions,10-K,2024,FY,CY2023Q4I,0001766502-25-000014,2025-03-26,0,,https://www.sec.gov/Archives/edgar/data/1766502/000176650225000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,,inventory,us-gaap,InventoryNet,1,719273000.0,719.273,USD,USD_millions,10-K,2023,FY,,0001766502-24-000014,2024-03-20,0,,https://www.sec.gov/Archives/edgar/data/1766502/000176650224000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,,inventory,us-gaap,InventoryNet,1,719273000.0,719.273,USD,USD_millions,10-K,2024,FY,CY2023Q4I,0001766502-25-000014,2025-03-26,0,,https://www.sec.gov/Archives/edgar/data/1766502/000176650225000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,2023-01-30,net_income,us-gaap,NetIncomeLoss,1,39580000.0,39.58,USD,USD_millions,10-K,2023,FY,,0001766502-24-000014,2024-03-20,0,363.0,https://www.sec.gov/Archives/edgar/data/1766502/000176650224000014/,2026-08-05T12:11:50+00:00
