conflict_id,company_id,ticker,fiscal_year,canonical_field,winning_accession,winning_filing_date,winning_source_tag,winning_value,discarded_accession,discarded_filing_date,discarded_source_tag,discarded_value,relative_difference,conflict_severity,resolution_rule,resolution_status,review_note,created_at
B1-00080,byon,BYON,2019,net_income,0001130713-22-000009,2022-02-25,NetIncomeLoss,-121.841,0001130713-21-000019,2021-02-26,NetIncomeLossAvailableToCommonStockholdersBasic,-120.645,0.009816071765661788,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00081,byon,BYON,2019,net_income,0001130713-22-000009,2022-02-25,NetIncomeLoss,-121.841,0001130713-20-000014,2020-03-13,NetIncomeLoss,-121.841,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00082,byon,BYON,2019,net_income,0001130713-22-000009,2022-02-25,NetIncomeLoss,-121.841,0001130713-20-000014,2020-03-13,ProfitLoss,-134.72,0.1057033346738783,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00083,byon,BYON,2019,net_income,0001130713-22-000009,2022-02-25,NetIncomeLoss,-121.841,0001130713-20-000014,2020-03-13,NetIncomeLossAvailableToCommonStockholdersBasic,-120.645,0.009816071765661788,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00084,byon,BYON,2019,operating_income,0001130713-22-000009,2022-02-25,OperatingIncomeLoss,-62.407,0001130713-21-000019,2021-02-26,OperatingIncomeLoss,-123.489,0.9787684073901968,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00085,byon,BYON,2019,operating_income,0001130713-22-000009,2022-02-25,OperatingIncomeLoss,-62.407,0001130713-20-000014,2020-03-13,OperatingIncomeLoss,-123.489,0.9787684073901968,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00086,byon,BYON,2019,revenue,0001130713-22-000009,2022-02-25,RevenueFromContractWithCustomerExcludingAssessedTax,1434.974,0001130713-21-000019,2021-02-26,RevenueFromContractWithCustomerExcludingAssessedTax,1459.418,0.017034454979672077,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00087,byon,BYON,2019,revenue,0001130713-22-000009,2022-02-25,RevenueFromContractWithCustomerExcludingAssessedTax,1434.974,0001130713-20-000014,2020-03-13,RevenueFromContractWithCustomerExcludingAssessedTax,1459.418,0.017034454979672077,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00088,byon,BYON,2019,total_equity,0001130713-22-000009,2022-02-25,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,177.855,0001130713-21-000019,2021-02-26,StockholdersEquity,115.084,0.3529335694807567,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00089,byon,BYON,2019,total_equity,0001130713-22-000009,2022-02-25,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,177.855,0001130713-21-000019,2021-02-26,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,177.855,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00090,byon,BYON,2019,total_equity,0001130713-22-000009,2022-02-25,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,177.855,0001130713-20-000014,2020-03-13,StockholdersEquity,115.084,0.3529335694807567,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00091,byon,BYON,2019,total_equity,0001130713-22-000009,2022-02-25,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,177.855,0001130713-20-000014,2020-03-13,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,177.855,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00092,byon,BYON,2020,capital_expenditure,0001130713-23-000014,2023-02-24,PaymentsToAcquirePropertyPlantAndEquipment,14.874,0001130713-22-000009,2022-02-25,PaymentsToAcquirePropertyPlantAndEquipment,14.874,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00093,byon,BYON,2020,capital_expenditure,0001130713-23-000014,2023-02-24,PaymentsToAcquirePropertyPlantAndEquipment,14.874,0001130713-21-000019,2021-02-26,PaymentsToAcquirePropertyPlantAndEquipment,19.132,0.28627134597283854,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00094,byon,BYON,2020,cash_and_equivalents,0001130713-22-000009,2022-02-25,CashAndCashEquivalentsAtCarryingValue,495.425,0001130713-21-000019,2021-02-26,CashAndCashEquivalentsAtCarryingValue,516.5,0.04253923399101779,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00095,byon,BYON,2020,net_income,0001130713-23-000014,2023-02-24,NetIncomeLoss,56.001,0001130713-23-000014,2023-02-24,ProfitLoss,46.171,0.17553257977536113,high,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00096,byon,BYON,2020,net_income,0001130713-23-000014,2023-02-24,NetIncomeLoss,56.001,0001130713-23-000014,2023-02-24,NetIncomeLossAvailableToCommonStockholdersBasic,51.507,0.08024856698987518,high,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00097,byon,BYON,2020,net_income,0001130713-23-000014,2023-02-24,NetIncomeLoss,56.001,0001130713-22-000009,2022-02-25,NetIncomeLoss,56.001,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00098,byon,BYON,2020,net_income,0001130713-23-000014,2023-02-24,NetIncomeLoss,56.001,0001130713-22-000009,2022-02-25,ProfitLoss,46.171,0.17553257977536113,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00099,byon,BYON,2020,net_income,0001130713-23-000014,2023-02-24,NetIncomeLoss,56.001,0001130713-22-000009,2022-02-25,NetIncomeLossAvailableToCommonStockholdersBasic,51.507,0.08024856698987518,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00100,byon,BYON,2020,net_income,0001130713-23-000014,2023-02-24,NetIncomeLoss,56.001,0001130713-21-000019,2021-02-26,NetIncomeLoss,56.001,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00101,byon,BYON,2020,net_income,0001130713-23-000014,2023-02-24,NetIncomeLoss,56.001,0001130713-21-000019,2021-02-26,ProfitLoss,46.171,0.17553257977536113,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00102,byon,BYON,2020,net_income,0001130713-23-000014,2023-02-24,NetIncomeLoss,56.001,0001130713-21-000019,2021-02-26,NetIncomeLossAvailableToCommonStockholdersBasic,51.507,0.08024856698987518,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00103,byon,BYON,2020,operating_income,0001130713-23-000014,2023-02-24,OperatingIncomeLoss,96.715,0001130713-22-000009,2022-02-25,OperatingIncomeLoss,96.715,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00104,byon,BYON,2020,operating_income,0001130713-23-000014,2023-02-24,OperatingIncomeLoss,96.715,0001130713-21-000019,2021-02-26,OperatingIncomeLoss,52.226,0.46000103396577574,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00105,byon,BYON,2020,revenue,0001130713-23-000014,2023-02-24,RevenueFromContractWithCustomerExcludingAssessedTax,2493.915,0001130713-22-000009,2022-02-25,RevenueFromContractWithCustomerExcludingAssessedTax,2493.915,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00106,byon,BYON,2020,revenue,0001130713-23-000014,2023-02-24,RevenueFromContractWithCustomerExcludingAssessedTax,2493.915,0001130713-21-000019,2021-02-26,RevenueFromContractWithCustomerExcludingAssessedTax,2549.783,0.022401725800598633,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00107,byon,BYON,2020,total_equity,0001130713-23-000014,2023-02-24,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,436.326,0001130713-22-000009,2022-02-25,StockholdersEquity,373.692,0.14354863106942978,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00108,byon,BYON,2020,total_equity,0001130713-23-000014,2023-02-24,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,436.326,0001130713-22-000009,2022-02-25,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,436.326,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00109,byon,BYON,2020,total_equity,0001130713-23-000014,2023-02-24,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,436.326,0001130713-21-000019,2021-02-26,StockholdersEquity,373.692,0.14354863106942978,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00110,byon,BYON,2020,total_equity,0001130713-23-000014,2023-02-24,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,436.326,0001130713-21-000019,2021-02-26,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,436.326,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00111,byon,BYON,2021,net_income,0001130713-24-000013,2024-02-23,NetIncomeLoss,389.372,0001130713-24-000013,2024-02-23,ProfitLoss,389.037,0.0008603597587911724,low,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00112,byon,BYON,2021,net_income,0001130713-24-000013,2024-02-23,NetIncomeLoss,389.372,0001130713-24-000013,2024-02-23,NetIncomeLossAvailableToCommonStockholdersBasic,351.364,0.09761359317054137,high,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00113,byon,BYON,2021,net_income,0001130713-24-000013,2024-02-23,NetIncomeLoss,389.372,0001130713-23-000014,2023-02-24,NetIncomeLoss,389.372,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00114,byon,BYON,2021,net_income,0001130713-24-000013,2024-02-23,NetIncomeLoss,389.372,0001130713-23-000014,2023-02-24,ProfitLoss,389.037,0.0008603597587911724,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00115,byon,BYON,2021,net_income,0001130713-24-000013,2024-02-23,NetIncomeLoss,389.372,0001130713-23-000014,2023-02-24,NetIncomeLossAvailableToCommonStockholdersBasic,351.364,0.09761359317054137,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00116,byon,BYON,2021,net_income,0001130713-24-000013,2024-02-23,NetIncomeLoss,389.372,0001130713-22-000009,2022-02-25,NetIncomeLoss,389.372,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00117,byon,BYON,2021,net_income,0001130713-24-000013,2024-02-23,NetIncomeLoss,389.372,0001130713-22-000009,2022-02-25,ProfitLoss,389.037,0.0008603597587911724,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00118,byon,BYON,2021,net_income,0001130713-24-000013,2024-02-23,NetIncomeLoss,389.372,0001130713-22-000009,2022-02-25,NetIncomeLossAvailableToCommonStockholdersBasic,351.364,0.09761359317054137,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00119,byon,BYON,2022,net_income,0001130713-25-000024,2025-02-25,NetIncomeLoss,-35.236,0001130713-25-000024,2025-02-25,ProfitLoss,-35.236,0.0,low,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00120,byon,BYON,2022,net_income,0001130713-25-000024,2025-02-25,NetIncomeLoss,-35.236,0001130713-24-000013,2024-02-23,NetIncomeLoss,-35.236,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00121,byon,BYON,2022,net_income,0001130713-25-000024,2025-02-25,NetIncomeLoss,-35.236,0001130713-24-000013,2024-02-23,ProfitLoss,-35.236,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00122,byon,BYON,2022,net_income,0001130713-25-000024,2025-02-25,NetIncomeLoss,-35.236,0001130713-24-000013,2024-02-23,NetIncomeLossAvailableToCommonStockholdersBasic,-36.933,0.0481609717334545,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00123,byon,BYON,2022,net_income,0001130713-25-000024,2025-02-25,NetIncomeLoss,-35.236,0001130713-23-000014,2023-02-24,NetIncomeLoss,-35.236,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00124,byon,BYON,2022,net_income,0001130713-25-000024,2025-02-25,NetIncomeLoss,-35.236,0001130713-23-000014,2023-02-24,ProfitLoss,-35.236,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
